"F_TAZ","PM_VEH","CGST_TIME","CGST_DIST","FREE_TIME","FREE_DIST","MPH","PMT","PHT","LENGTH","TRIP_DENSITY","RFP_bound","CNTY_NM","RFP_zone"
286,1.55,48260.72,44840.86,48301.24,44873.29,51.2249872041727,21.0171,0.41029,13.5594193548387,0.0737494706691218,0,"NewCa S","NCC (Outside Study Area)"
285,4.14,47955.99,44663.29,47996.39,44695.7,52.8426390680876,76.5194,1.44806166666667,18.4829468599034,0.0541039265859377,0,"NewCa S","NCC (Outside Study Area)"
295,6.17,44204.64,40394.88,44515.85,40765.75,51.2277559627199,75.7971,1.47961,12.2847811993517,0.0814015311931459,0,"NewCa S","NCC (Outside Study Area)"
287,7.03,47688.65,44369.4,47764.89,44383.79,52.7200756118822,136.3813,2.586895,19.3999004267425,0.0515466563231176,0,"NewCa S","NCC (Outside Study Area)"
187,7.67,47276.94,43362.1,47802.43,43387.16,51.9685077277163,140.3329,2.700345,18.2963363754889,0.0546557507184702,0,"NewCa E","NCC (Outside Study Area)"
343,18.36,54818.19,49427.04,54020.97,49350.27,47.6166145009405,264.2288,5.54908833333333,14.3915468409586,0.0694852340093131,0,"NewCa W","NCC (Outside Study Area)"
299,18.41,45361.25,40327.32,46384.16,40363.67,49.8491973629483,350.9602,7.04043833333333,19.0635632808256,0.0524560904626792,0,"NewCa S","NCC (Outside Study Area)"
268,19.1,48981.72,41920.07,48287.7,42738.71,49.3403613681179,436.9251,8.85532833333333,22.8756596858639,0.0437145863215457,0,"NewCa S","NCC (Outside Study Area)"
91,21.24,54960.22,51058.55,54704.82,51930.39,45.861653831279,238.1546,5.19289166666667,11.2125517890772,0.0891857642052683,0,"NewCa E","NCC (Outside Study Area)"
294,25.59,45932.81,41149.19,46395.01,41201.22,48.9836864852269,412.7185,8.42563166666667,16.128116451739,0.0620035205594128,0,"NewCa S","NCC (Outside Study Area)"
306,26.24,46654.36,41816.8,47862.29,41461.37,51.5735514893061,632.0992,12.2562666666667,24.0891463414634,0.0415124714601759,0,"NewCa S","NCC (Outside Study Area)"
195,28.13,46418.47,43469.02,46576,43534.47,53.3434114272262,509.8341,9.55758333333333,18.1242125844294,0.0551748107864892,0,"NewCa S","NCC (Outside Study Area)"
215,34.07,48814.51,44305.79,49225.54,44349.45,50.2984016608827,743.4958,14.7816983333333,21.8225946580569,0.0458240651796554,0,"NewCa S","NCC (Outside Study Area)"
201,34.35,50118.75,41887.1,50582.56,41949.16,48.3481773702222,815.346,16.8640483333333,23.7364192139738,0.0421293536731645,0,"NewCa S","NCC (Outside Study Area)"
311,37.63,47126.11,43635.94,47591.6,43646.41,52.3893427308647,822.9889,15.70909,21.8705527504651,0.0457235814480608,0,"NewCa S","NCC (Outside Study Area)"
290,39.29,48263.57,42181.62,49058.64,41908.38,49.0633153492916,711.0945,14.493405,18.0986128785951,0.0552528531721171,0,"NewCa S","NCC (Outside Study Area)"
292,43.18,46432.69,41425.86,47068.23,41482.32,52.7747723521183,1014.6169,19.225415,23.4973807318203,0.0425579349210525,0,"NewCa S","NCC (Outside Study Area)"
283,43.8,45553.23,42841.54,45909.01,42903.62,54.9281648428925,868.3145,15.8081833333333,19.8245319634703,0.0504425527847341,0,"NewCa S","NCC (Outside Study Area)"
301,46.57,44204.73,40231.01,45471.08,40250.21,52.0100389396726,925.3653,17.7920516666667,19.8704165771956,0.050326071228303,0,"NewCa S","NCC (Outside Study Area)"
298,49.06,44735.03,40266.78,45828.18,40304.11,50.5713565069178,763.9063,15.1055133333333,15.5708581328985,0.0642225361932478,0,"NewCa S","NCC (Outside Study Area)"
