"F_TAZ","T_TAZ","PM_VEH","CGST_TIME","CGST_DIST","FREE_TIME","FREE_DIST","MPH","PMT","PHT"
154,44,0.72,12.68,11.19,12.68,11.19,52.9495268138801,8.0568,0.15216
154,45,0.25,11.45,10.47,11.45,10.47,54.8646288209607,2.6175,0.0477083333333333
154,46,6.42,11.22,10.31,11.22,10.31,55.1336898395722,66.1902,1.20054
154,47,2.94,12.86,10.9,12.86,10.9,50.855365474339,32.046,0.63014
154,48,0.99,13.07,10.62,13.07,10.62,48.7528691660291,10.5138,0.215655
154,49,0.56,13.19,10.67,13.19,10.67,48.5367702805155,5.9752,0.123106666666667
154,50,0.25,13.46,11.6,13.46,11.6,51.7087667161961,2.9,0.0560833333333333
154,51,0.58,12.85,12.04,12.85,12.04,56.2178988326848,6.9832,0.124216666666667
154,52,0.4,12.69,11.69,12.69,11.69,55.2718676122931,4.676,0.0846
154,53,1.29,13.93,12.76,13.93,12.76,54.9605168700646,16.4604,0.299495
154,54,0.7,14.73,14.01,14.73,14.01,57.0672097759674,9.807,0.17185
154,55,0.99,15.55,14.69,15.55,14.69,56.6816720257235,14.5431,0.256575
154,56,0.53,14.21,13.64,14.21,13.64,57.5932441942294,7.2292,0.125521666666667
154,57,0.16,15.36,14.73,15.36,14.73,57.5390625,2.3568,0.04096
154,58,0.25,15.98,14.85,15.98,14.85,55.7571964956195,3.7125,0.0665833333333333
154,59,1.52,16.71,14.94,16.71,14.94,53.6445242369838,22.7088,0.42332
154,60,1.27,16.17,15.44,16.17,15.44,57.291280148423,19.6088,0.342265
154,61,5.56,16.96,12.5,16.96,12.5,44.2216981132075,69.5,1.57162666666667
154,62,0.34,13.81,12.34,13.81,12.34,53.6133236784938,4.1956,0.0782566666666667
154,63,1.05,15.59,13.66,15.59,13.66,52.5721616420783,14.343,0.272825
154,64,0.02,17.19,14.6,17.19,14.6,50.9598603839441,0.292,0.00573
154,65,0.17,16.69,15.14,16.69,15.14,54.4278010784901,2.5738,0.0472883333333333
154,66,4.84,17.49,15.03,17.49,15.03,51.5608919382504,72.7452,1.41086
154,67,0.14,15.4,13.67,15.4,13.67,53.2597402597403,1.9138,0.0359333333333333
154,68,0.39,15.78,14.13,15.78,14.13,53.7262357414449,5.5107,0.10257
154,69,9.21,14.61,13.32,14.61,13.32,54.7022587268994,122.6772,2.242635
154,70,1.5,16.79,14.71,16.79,14.71,52.5670041691483,22.065,0.41975
154,71,0.58,16.12,11.57,16.12,11.57,43.0645161290323,6.7106,0.155826666666667
154,72,0.6,15.15,11.01,15.15,11.01,43.6039603960396,6.606,0.1515
154,73,1.74,14.52,10.42,14.52,10.42,43.0578512396694,18.1308,0.42108
154,74,1.1,16.13,11.47,16.13,11.47,42.665840049597,12.617,0.295716666666667
154,75,0.67,15.43,10.44,15.43,10.44,40.5962410887881,6.9948,0.172301666666667
154,76,0.75,16.22,11.57,16.22,11.57,42.7990135635019,8.6775,0.20275
154,77,0.14,15.79,10.91,15.79,10.91,41.4566181127296,1.5274,0.0368433333333333
154,78,0.78,13.92,9.9,13.92,9.9,42.6724137931034,7.722,0.18096
154,79,19.03,13.61,9.36,13.61,9.36,41.2637766348273,178.1208,4.31663833333333
154,80,5.77,12.55,8.61,12.55,8.61,41.1633466135458,49.6797,1.20689166666667
154,81,0.51,14.58,10.37,14.58,10.37,42.6748971193416,5.2887,0.12393
154,82,1.54,12.39,8.5,12.39,8.5,41.1622276029056,13.09,0.31801
154,83,0.13,13,9.06,13,9.06,41.8153846153846,1.1778,0.0281666666666667
154,84,1.08,13.46,9.32,13.46,9.32,41.5453194650817,10.0656,0.24228
154,85,0.43,12.23,8.43,12.23,8.43,41.3573180703189,3.6249,0.0876483333333333
154,86,0.56,11.76,8.13,11.76,8.13,41.4795918367347,4.5528,0.10976
154,87,0.29,11.6,8.06,11.6,8.06,41.6896551724138,2.3374,0.0560666666666667
154,88,0.28,11.47,7.84,11.47,7.84,41.0113339145597,2.1952,0.0535266666666667
154,89,1.25,10.5,7.13,10.5,7.13,40.7428571428571,8.9125,0.21875
154,90,1.53,10.88,7.41,10.88,7.41,40.8639705882353,11.3373,0.27744
154,91,0.02,13.3,10.77,13.3,10.77,48.5864661654135,0.2154,0.00443333333333333
154,92,1.21,11.96,8.92,11.96,8.92,44.7491638795987,10.7932,0.241193333333333
154,93,0.24,11.74,8.73,11.74,8.73,44.6166950596252,2.0952,0.04696
154,94,2.19,10.18,7.83,10.18,7.83,46.1493123772102,17.1477,0.37157
154,95,1.5,9.96,7.73,9.96,7.73,46.566265060241,11.595,0.249
154,96,1.04,11.26,8.82,11.26,8.82,46.9982238010657,9.1728,0.195173333333333
154,97,3.1,9.5,7.49,9.5,7.49,47.3052631578947,23.219,0.490833333333333
154,98,3.27,11.13,7.07,11.13,7.07,38.1132075471698,23.1189,0.606585
154,99,1.24,9.95,6.69,9.95,6.69,40.3417085427136,8.2956,0.205633333333333
154,100,1.26,9.37,6.37,9.37,6.37,40.7897545357524,8.0262,0.19677
154,101,3.23,12.16,10.04,12.16,10.04,49.5394736842105,32.4292,0.654613333333333
154,102,6.48,10.99,9.82,11,9.82,53.6123748862602,63.6336,1.18692
154,103,6.79,11.41,9.3,11.57,9.37,48.9044697633655,63.147,1.29123166666667
154,104,1.3,10.39,9.34,10.39,9.34,53.9364773820982,12.142,0.225116666666667
154,105,3.02,10.09,8.27,10.09,8.35,49.1774033696729,24.9754,0.507863333333333
154,106,3.83,10.6,8.78,10.66,8.78,49.6981132075472,33.6274,0.676633333333333
154,107,2.06,10.41,7.92,10.41,7.92,45.6484149855908,16.3152,0.35741
154,108,3.26,8.57,6.5,8.57,6.5,45.5075845974329,21.19,0.465636666666667
154,109,4.25,10.16,7.98,10.16,7.98,47.1259842519685,33.915,0.719666666666667
154,110,0.37,17.7,15.48,17.7,15.48,52.4745762711864,5.7276,0.10915
154,111,1.39,17.76,16.71,17.76,16.71,56.4527027027027,23.2269,0.41144
154,112,0.26,17.68,16.69,17.68,16.69,56.6402714932127,4.3394,0.0766133333333333
154,113,2.66,18.67,17.3,18.67,17.3,55.5972147830744,46.018,0.827703333333333
154,114,0.09,18.12,16.87,18.12,16.87,55.8609271523179,1.5183,0.02718
154,115,3.57,19.93,19.11,19.93,19.11,57.531359759157,68.2227,1.185835
154,116,1.75,18.23,18.34,18.23,18.34,60.3620405924301,32.095,0.531708333333333
154,117,4.14,17.27,15.67,17.27,15.67,54.4412275622467,64.8738,1.19163
154,118,2.12,17.64,15.73,17.64,15.73,53.5034013605442,33.3476,0.62328
154,119,1.21,19.27,16.31,19.27,16.31,50.7836014530358,19.7351,0.388611666666667
154,120,0.63,18.95,16.05,18.95,16.05,50.8179419525066,10.1115,0.198975
154,121,1.01,18.04,16.16,18.04,16.16,53.7472283813747,16.3216,0.303673333333333
154,122,0.62,18.16,16.32,18.16,16.32,53.920704845815,10.1184,0.187653333333333
154,123,0.19,17.82,16.84,17.82,16.84,56.7003367003367,3.1996,0.05643
154,124,0.53,19.66,16.65,19.66,16.65,50.8138351983723,8.8245,0.173663333333333
154,125,1.03,19.82,17.63,19.82,17.63,53.3703329969728,18.1589,0.340243333333333
154,126,0.09,19.99,17.93,19.99,17.93,53.8169084542271,1.6137,0.029985
154,127,0.72,17.85,12.31,17.85,12.31,41.3781512605042,8.8632,0.2142
154,128,0.5,19.39,13.76,19.39,13.76,42.5786487880351,6.88,0.161583333333333
154,129,0.11,19.43,13.99,19.43,13.99,43.2012352032939,1.5389,0.0356216666666667
154,130,0.3,19.8,13.66,19.8,13.66,41.3939393939394,4.098,0.099
154,131,0.22,20.24,13.69,20.24,13.69,40.5830039525692,3.0118,0.0742133333333333
154,132,0.32,20.8,14.22,20.8,14.22,41.0192307692308,4.5504,0.110933333333333
154,133,0.36,12.21,8.3,12.21,8.3,40.7862407862408,2.988,0.07326
154,134,1.14,12.23,8.46,12.23,8.46,41.5044971381848,9.6444,0.23237
154,135,1.12,14.73,10.22,14.73,10.22,41.6293279022403,11.4464,0.27496
154,136,0.68,13.6,9.42,13.6,9.42,41.5588235294118,6.4056,0.154133333333333
154,137,2.28,14.44,9.62,14.44,9.62,39.9722991689751,21.9336,0.54872
154,138,1,16.1,10.68,16.1,10.68,39.8012422360248,10.68,0.268333333333333
154,139,3.28,8.21,5.39,8.21,5.39,39.3909866017052,17.6792,0.448813333333333
154,140,5.4,10.1,6.92,10.1,6.92,41.1089108910891,37.368,0.909
154,141,1.4,10.17,6.9,10.17,6.9,40.7079646017699,9.66,0.2373
154,142,0.37,7.67,5.04,7.67,5.04,39.4263363754889,1.8648,0.0472983333333333
154,143,1.6,8.67,5.77,8.67,5.77,39.9307958477509,9.232,0.2312
154,144,1.87,11.48,7.36,11.48,7.36,38.4668989547038,13.7632,0.357793333333333
154,145,1.41,5.8,3.3,5.8,3.3,34.1379310344828,4.653,0.1363
154,146,3.07,10.32,6.15,10.32,6.15,35.7558139534884,18.8805,0.52804
154,147,0.15,11.03,6.66,11.03,6.66,36.2284678150499,0.999,0.027575
154,148,0.2,7.74,4.75,7.74,4.75,36.8217054263566,0.95,0.0258
154,149,23.66,5.4,3.73,5.4,3.73,41.4444444444444,88.2518,2.1294
154,150,0.25,6.56,4.53,6.56,4.53,41.4329268292683,1.1325,0.0273333333333333
154,151,3.33,3.22,1.55,3.22,1.55,28.8819875776398,5.1615,0.17871
154,152,1.1,2.96,1.64,2.96,1.64,33.2432432432432,1.804,0.0542666666666667
154,154,2.53,2.38,1,2.38,1.36,25.2100840336134,2.53,0.100356666666667
154,155,0.32,3.45,1.87,3.45,1.87,32.5217391304348,0.5984,0.0184
154,156,2.4,4.26,2.29,4.26,2.29,32.2535211267606,5.496,0.1704
154,157,0.79,6.84,4.41,6.84,4.41,38.6842105263158,3.4839,0.09006
154,158,0.66,4.93,2.99,4.93,2.99,36.3894523326572,1.9734,0.05423
154,159,11.78,8.33,6.2,8.33,6.2,44.6578631452581,73.036,1.63545666666667
154,160,7.17,7.77,6.08,7.77,6.08,46.9498069498069,43.5936,0.928515
154,161,0.5,11.08,7.46,11.3,7.46,40.3971119133574,3.73,0.0923333333333333
154,162,0.36,10.3,7.59,10.67,7.59,44.2135922330097,2.7324,0.0618
154,163,7.51,6.94,4.53,6.94,4.53,39.164265129683,34.0203,0.868656666666667
154,164,5.54,6.8,4.58,6.8,4.58,40.4117647058824,25.3732,0.627866666666667
154,165,0.12,10.59,7.54,10.62,7.54,42.7195467422096,0.9048,0.02118
154,167,0.16,7.97,4.83,7.97,4.83,36.3613550815558,0.7728,0.0212533333333333
154,168,0.4,6.16,3.97,6.16,3.97,38.6688311688312,1.588,0.0410666666666667
154,169,2.62,6.54,4.38,6.54,4.38,40.1834862385321,11.4756,0.28558
154,170,3.22,7.95,5.27,7.95,5.27,39.7735849056604,16.9694,0.42665
154,171,1.6,8.3,5.85,8.3,5.85,42.289156626506,9.36,0.221333333333333
154,172,0.65,7.88,5.44,7.88,5.44,41.4213197969543,3.536,0.0853666666666667
154,173,1.66,8.03,5.43,8.03,5.43,40.5728518057285,9.0138,0.222163333333333
154,174,4.97,9.59,6.7,9.59,6.7,41.9186652763295,33.299,0.794371666666667
154,175,0.2,8.99,6.25,8.99,6.25,41.7130144605117,1.25,0.0299666666666667
154,177,0.04,10.68,7.24,10.68,7.24,40.6741573033708,0.2896,0.00712
154,178,0.01,6.88,3.93,6.88,3.93,34.2732558139535,0.0393,0.00114666666666667
154,179,0.12,9.14,6.84,9.14,6.84,44.9015317286652,0.8208,0.01828
154,180,2.37,8.94,5.88,8.94,5.88,39.4630872483221,13.9356,0.35313
154,181,0.55,14.47,9.54,14.47,9.54,39.5577055977885,5.247,0.132641666666667
154,183,0.12,10.75,8.02,10.75,8.02,44.7627906976744,0.9624,0.0215
154,184,3.63,11.47,8.53,11.49,8.53,44.6207497820401,30.9639,0.693935
154,185,0.25,13.15,9.11,13.15,9.11,41.5665399239544,2.2775,0.0547916666666667
154,186,0.01,15.08,10.23,15.08,10.23,40.7029177718833,0.1023,0.00251333333333333
154,187,0.02,14.1,10.79,14.13,10.79,45.9148936170213,0.2158,0.0047
154,188,1.95,14.72,11.62,14.74,11.62,47.3641304347826,22.659,0.4784
154,189,0.08,26.49,20,24.44,22.03,45.3001132502831,1.6,0.03532
154,190,0.32,24.88,18.64,26.09,18.64,44.951768488746,5.9648,0.132693333333333
154,191,0.02,24.16,18.15,23.28,18.74,45.0745033112583,0.363,0.00805333333333333
154,193,0.14,18.97,13.99,20.18,13.99,44.2488139167106,1.9586,0.0442633333333333
154,194,0.03,17.49,15.64,17.49,15.64,53.6535162950257,0.4692,0.008745
154,197,0.16,22.78,19.5,19.84,19.48,51.3608428446005,3.12,0.0607466666666667
154,198,0.01,25.31,22.79,27.7,22.79,54.0260766495456,0.2279,0.00421833333333333
154,199,0.18,25.23,21.13,26.34,21.13,50.2497027348395,3.8034,0.07569
154,200,0.14,30.04,26.73,33.03,26.73,53.3888149134487,3.7422,0.0700933333333333
154,202,1.3,9.2,5.27,9.2,5.27,34.3695652173913,6.851,0.199333333333333
154,203,0.02,15.81,10.48,15.81,10.48,39.7722960151803,0.2096,0.00527
154,204,0.87,12.25,10.74,12.25,10.74,52.6040816326531,9.3438,0.177625
154,205,0.07,14.06,9.38,14.06,9.38,40.0284495021337,0.6566,0.0164033333333333
154,206,1.53,8.78,5.75,8.78,5.75,39.2938496583144,8.7975,0.22389
154,207,0.98,10.75,7.22,10.75,7.22,40.2976744186047,7.0756,0.175583333333333
154,208,0.11,15.12,10.55,15.45,10.55,41.8650793650794,1.1605,0.02772
154,209,0.57,12.91,8.36,12.91,8.36,38.853601859024,4.7652,0.122645
154,210,0.09,23.84,18.43,21.79,20.46,46.3842281879195,1.6587,0.03576
154,211,1.23,23.46,18.42,21.42,20.45,47.1099744245524,22.6566,0.48093
154,212,0.5,24.55,19.84,22.51,21.87,48.4887983706721,9.92,0.204583333333333
154,214,0.02,20.97,15.96,22.17,15.96,45.6652360515021,0.3192,0.00699
154,219,0.46,10.2,6.55,10.2,6.55,38.5294117647059,3.013,0.0782
154,220,0.01,12.06,8.16,12.06,8.16,40.5970149253731,0.0816,0.00201
154,221,0.6,11.96,7.72,11.96,7.72,38.7290969899666,4.632,0.1196
154,222,3.13,3.9,2.35,3.9,2.35,36.1538461538462,7.3555,0.20345
154,223,0.39,3.16,1.79,3.16,1.79,33.9873417721519,0.6981,0.02054
154,224,0.22,5.17,3.24,5.17,3.24,37.6015473887814,0.7128,0.0189566666666667
154,226,5.05,5.6,3.52,5.6,3.52,37.7142857142857,17.776,0.471333333333333
154,227,9.92,5.73,3.73,5.73,3.73,39.0575916230367,37.0016,0.94736
154,228,0.56,5.21,3.64,5.21,3.64,41.9193857965451,2.0384,0.0486266666666667
154,229,0.47,2.38,1.36,2.38,1.36,34.2857142857143,0.6392,0.0186433333333333
154,230,1.9,4.79,2.87,4.79,2.87,35.9498956158664,5.453,0.151683333333333
154,231,0.19,6.9,4.08,6.9,4.08,35.4782608695652,0.7752,0.02185
154,232,1.02,5.46,3.03,5.46,3.03,33.2967032967033,3.0906,0.09282
154,233,0.1,4.19,2.15,4.19,2.15,30.7875894988067,0.215,0.00698333333333333
154,234,0.3,9.92,7.19,10.21,7.19,43.4879032258065,2.157,0.0496
154,235,0.11,9.79,6.61,9.79,6.61,40.5107252298264,0.7271,0.0179483333333333
154,236,1.53,6.24,3.95,6.24,3.95,37.9807692307692,6.0435,0.15912
154,237,0.77,4.75,2.69,4.75,2.69,33.9789473684211,2.0713,0.0609583333333333
154,238,8.92,5.14,3.02,5.14,3.02,35.2529182879377,26.9384,0.764146666666667
154,239,0.44,6.21,3.94,6.21,3.94,38.0676328502415,1.7336,0.04554
154,240,1.06,7.83,5.47,7.83,5.47,41.9157088122605,5.7982,0.13833
154,241,2.27,7.66,4.79,7.66,4.79,37.5195822454308,10.8733,0.289803333333333
154,242,0.05,8.86,6.47,8.86,6.47,43.8148984198646,0.3235,0.00738333333333333
154,243,0.16,8.51,5.29,8.51,5.29,37.2972972972973,0.8464,0.0226933333333333
154,244,0.19,6.35,3.79,6.35,3.79,35.8110236220473,0.7201,0.0201083333333333
154,245,0.11,8.64,4.94,8.64,4.94,34.3055555555556,0.5434,0.01584
154,246,0.16,7.98,4.49,7.98,4.49,33.7593984962406,0.7184,0.02128
154,247,0.37,6.47,3.86,6.47,3.86,35.7959814528594,1.4282,0.0398983333333333
154,248,0.15,8.52,5.47,8.52,5.47,38.5211267605634,0.8205,0.0213
154,249,0.13,8.51,5.83,8.51,5.83,41.1045828437133,0.7579,0.0184383333333333
154,250,0.01,6.31,3.69,6.31,3.69,35.0871632329636,0.0369,0.00105166666666667
154,251,0.02,10.07,5.86,10.07,5.86,34.9155908639523,0.1172,0.00335666666666667
154,253,0.39,11.09,7.31,11.09,7.31,39.5491433724076,2.8509,0.072085
154,254,0.25,11.79,8.05,11.79,8.05,40.9669211195929,2.0125,0.049125
154,255,0.3,11.64,7.93,11.64,7.93,40.8762886597938,2.379,0.0582
154,256,0.06,11.94,8.05,11.94,8.05,40.4522613065327,0.483,0.01194
154,257,0.54,7.98,5.04,7.98,5.04,37.8947368421053,2.7216,0.07182
154,258,0.02,12.21,8.71,12.21,8.71,42.8009828009828,0.1742,0.00407
154,259,0.62,8.08,5.11,8.08,5.11,37.9455445544555,3.1682,0.0834933333333333
154,260,0.15,10.27,7.02,10.27,7.02,41.0126582278481,1.053,0.025675
154,261,0.01,11.5,7.8,11.5,7.8,40.695652173913,0.078,0.00191666666666667
154,262,0.03,16.19,11.36,16.62,11.14,42.1000617665225,0.3408,0.008095
154,263,1.92,10.91,7.44,10.91,7.44,40.916590284143,14.2848,0.34912
154,264,0.15,11.45,7.91,11.45,7.91,41.4497816593886,1.1865,0.028625
154,265,0.08,23.45,20.21,20.5,20.19,51.7100213219616,1.6168,0.0312666666666667
154,266,0.32,23.53,18.86,21.48,20.89,48.0917977050574,6.0352,0.125493333333333
154,267,0.03,25.42,20.98,22.96,22.76,49.5200629425649,0.6294,0.01271
154,270,0.04,22.18,17.49,20.14,19.52,47.3128944995491,0.6996,0.0147866666666667
154,271,0.16,22.89,18.99,22.91,18.99,49.7771952817824,3.0384,0.06104
154,272,0.01,21.15,17.94,22.25,17.94,50.8936170212766,0.1794,0.003525
154,273,0.01,20.81,17.2,21.83,17.28,49.5915425276309,0.172,0.00346833333333333
154,274,0.37,19.06,16.33,20.07,16.4,51.4060860440714,6.0421,0.117536666666667
154,275,0.08,17.63,15.71,15.81,15.49,53.4656834940442,1.2568,0.0235066666666667
154,276,0.02,19.69,14.43,20.9,14.43,43.9715591670899,0.2886,0.00656333333333333
154,277,0.33,20.74,15.55,21.94,15.55,44.9855351976856,5.1315,0.11407
154,278,0.04,17.97,15.91,16.15,15.69,53.1218697829716,0.6364,0.01198
154,279,0.02,17.93,15.87,18.96,15.87,53.106525376464,0.3174,0.00597666666666667
154,280,0.16,18.02,15.32,18.94,15.32,51.0099889012209,2.4512,0.0480533333333333
154,281,0.13,18.78,14.81,18.78,14.81,47.3162939297125,1.9253,0.04069
154,282,0.07,16.72,14.8,17.69,14.8,53.11004784689,1.036,0.0195066666666667
154,284,0.01,16.94,14.72,17.66,14.72,52.1369539551358,0.1472,0.00282333333333333
154,285,0.02,17.5,14.03,17.52,14.03,48.1028571428571,0.2806,0.00583333333333333
154,287,0.01,19.93,16.15,19.95,16.15,48.6201705970898,0.1615,0.00332166666666667
154,288,0.05,19.88,16.12,19.9,16.12,48.6519114688129,0.806,0.0165666666666667
154,291,0.09,26.6,21.82,24.14,23.61,49.218045112782,1.9638,0.0399
154,295,0.01,19.99,17.86,21.55,17.86,53.6068034017009,0.1786,0.00333166666666667
154,296,0.08,22.61,20.27,24.49,20.27,53.7903582485626,1.6216,0.0301466666666667
154,297,0.01,28.83,21.78,26.79,23.8,45.3277835587929,0.2178,0.004805
154,298,0.03,22.23,19.82,23.99,19.82,53.4952766531714,0.5946,0.011115
154,299,0.01,26.5,23.52,28.69,23.52,53.2528301886792,0.2352,0.00441666666666667
154,300,0.02,26.89,23.75,29.07,23.75,52.9936779471923,0.475,0.00896333333333333
154,301,0.01,24.58,22.14,26.77,22.14,54.0439381611066,0.2214,0.00409666666666667
154,302,0.19,26.92,23.63,29.11,23.63,52.667161961367,4.4897,0.0852466666666667
154,304,0.17,22.74,19.84,24.3,19.84,52.3482849604222,3.3728,0.06443
154,305,0.04,23.37,20.1,24.93,20.1,51.604621309371,0.804,0.01558
154,306,0.02,25.8,22.65,27.37,22.65,52.6744186046512,0.453,0.0086
154,307,0.02,23.01,19.77,20.06,19.75,51.5514993481095,0.3954,0.00767
154,308,0.05,25.14,20.8,22.69,22.59,49.6420047732697,1.04,0.02095
154,309,0.1,19.83,15.31,21.04,15.31,46.3237518910741,1.531,0.03305
154,310,0.08,18.01,13.91,19.22,13.91,46.340921710161,1.1128,0.0240133333333333
154,311,0.01,17.08,12.78,18.29,12.78,44.8946135831382,0.1278,0.00284666666666667
154,312,0.17,20.04,15.55,21.24,15.55,46.5568862275449,2.6435,0.05678
154,313,0.09,19.59,15.17,20.8,15.17,46.4624808575804,1.3653,0.029385
154,314,0.11,16.67,15.26,16.67,15.26,54.9250149970006,1.6786,0.0305616666666667
154,315,1.17,18.77,16.94,18.77,16.94,54.1502397442728,19.8198,0.366015
154,316,1.4,12.04,8.29,12.04,8.29,41.312292358804,11.606,0.280933333333333
154,317,0.05,10.9,7.14,10.9,7.14,39.302752293578,0.357,0.00908333333333333
154,318,2.91,4.57,3.17,4.57,3.17,41.6192560175055,9.2247,0.221645
154,319,1.8,5.74,3.48,5.74,3.48,36.3763066202091,6.264,0.1722
154,320,1.32,13.11,11.19,13.31,11.19,51.2128146453089,14.7708,0.28842
154,323,1.47,9.14,5.93,9.14,5.93,38.9277899343545,8.7171,0.22393
154,324,0.2,5.81,3.85,5.81,3.85,39.7590361445783,0.77,0.0193666666666667
154,325,0.27,5.67,3.75,5.67,3.75,39.6825396825397,1.0125,0.025515
154,326,0.56,5.97,4.06,5.97,4.06,40.8040201005025,2.2736,0.05572
154,327,3.5,4.53,2.91,4.53,2.91,38.5430463576159,10.185,0.26425
154,328,2.75,8.83,6.41,8.83,6.41,43.5560588901472,17.6275,0.404708333333333
154,329,0.01,3.87,2.51,3.87,2.51,38.9147286821705,0.0251,0.000645
154,330,0.02,4.82,3.12,4.82,3.12,38.8381742738589,0.0624,0.00160666666666667
154,331,0.36,7,5.03,7,5.03,43.1142857142857,1.8108,0.042
154,332,0.21,5.93,4.04,5.93,4.04,40.8768971332209,0.8484,0.020755
154,333,5.38,3.97,1.83,3.97,1.83,27.6574307304786,9.8454,0.355976666666667
154,334,0.33,12.13,10.46,12.32,10.46,51.7394888705688,3.4518,0.066715
154,335,0.42,16.5,15.12,16.5,15.12,54.9818181818182,6.3504,0.1155
154,336,0.05,20.9,18.41,22.47,18.41,52.8516746411483,0.9205,0.0174166666666667
154,338,0.04,26.97,24.07,29.5,24.07,53.5483870967742,0.9628,0.01798
154,339,0.05,29.55,26.45,32.54,26.45,53.7055837563452,1.3225,0.024625
154,340,0.62,13.83,9.76,13.83,9.76,42.3427331887202,6.0512,0.14291
154,341,1.52,9.48,6.05,9.48,6.05,38.2911392405063,9.196,0.24016
154,342,0.03,10.96,7.56,10.96,7.56,41.3868613138686,0.2268,0.00548
154,343,0.01,9.33,6.04,9.33,6.04,38.8424437299035,0.0604,0.001555
154,344,1.57,2.84,1.55,2.84,1.55,32.7464788732394,2.4335,0.0743133333333333
154,345,0.27,3.4,2.15,3.4,2.15,37.9411764705882,0.5805,0.0153
154,346,0.05,9.15,5.84,9.15,5.84,38.2950819672131,0.292,0.007625
154,347,0.01,9.34,6.14,9.34,6.14,39.4432548179871,0.0614,0.00155666666666667
154,348,0.09,22.53,19.54,19.58,19.51,52.0372836218375,1.7586,0.033795
154,349,0.02,20.55,18.26,22.11,18.26,53.3138686131387,0.3652,0.00685
154,623,0.04,36.93,37,37.21,37,60.1137286758733,1.48,0.02462
154,625,0.04,46.52,38.5,43.6,40.81,49.6560619088564,1.54,0.0310133333333333
154,629,0.01,45.84,44.1,46.12,44.1,57.7225130890052,0.441,0.00764
154,631,0.04,46.35,44.45,46.63,44.45,57.5404530744337,1.778,0.0309
154,633,0.01,47.9,50.66,47.9,50.66,63.4572025052192,0.5066,0.00798333333333333
154,635,0.01,51.32,53.08,51.32,53.08,62.0576773187841,0.5308,0.00855333333333333
154,638,0.04,57.82,51.18,58.09,51.18,53.109650639917,2.0472,0.0385466666666667
154,639,0.01,54.42,50.99,54.7,50.99,56.2183020948181,0.5099,0.00907
154,646,0.02,60.35,61.06,60.35,61.06,60.7058823529412,1.2212,0.0201166666666667
154,647,0.01,59.71,60.7,59.71,60.7,60.9948082398258,0.607,0.00995166666666667
154,652,0.02,45.15,42.8,45.43,42.8,56.8770764119601,0.856,0.01505
154,654,0.02,53.1,56.26,53.1,56.26,63.5706214689266,1.1252,0.0177
154,657,0.02,42.08,45.1,42.08,45.1,64.3060836501901,0.902,0.0140266666666667
154,659,0.01,41.82,42.32,41.82,42.32,60.7173601147776,0.4232,0.00697
154,660,0.02,41.65,42.25,41.65,42.25,60.8643457382953,0.845,0.0138833333333333
154,664,0.04,40.09,43.31,40.09,43.31,64.8191568969818,1.7324,0.0267266666666667
154,665,0.09,42.17,42.98,42.17,42.98,61.1524780649751,3.8682,0.063255
154,666,0.05,42.62,46.41,42.62,46.41,65.3355232285312,2.3205,0.0355166666666667
154,667,0.03,43.78,43.14,43.78,43.14,59.1228871630882,1.2942,0.02189
154,668,0.02,42,44.54,42,44.54,63.6285714285714,0.8908,0.014
154,669,0.01,42.95,42.79,42.95,42.79,59.7764842840512,0.4279,0.00715833333333333
154,671,0.06,40.27,43.38,40.27,43.38,64.6337223739757,2.6028,0.04027
154,673,0.02,43.07,46.76,43.07,46.76,65.1404690039471,0.9352,0.0143566666666667
154,675,0.02,43.29,46.88,43.29,46.88,64.975744975745,0.9376,0.01443
154,677,0.01,43.74,46.98,43.74,46.98,64.4444444444444,0.4698,0.00729
154,678,0.01,36.07,36.17,36.34,36.17,60.1663432215137,0.3617,0.00601166666666667
154,679,0.18,35.59,30.68,32.26,32.68,51.7223939308795,5.5224,0.10677
154,680,0.06,32.09,32.61,32.37,32.61,60.972265503272,1.9566,0.03209
154,681,0.19,30.09,31.11,30.36,31.11,62.0338983050848,5.9109,0.095285
154,682,0.17,29.82,31.08,30.09,31.08,62.5352112676056,5.2836,0.08449
154,683,0.02,29.5,30.89,29.77,30.89,62.8271186440678,0.6178,0.00983333333333333
154,685,0.02,35.32,35.21,35.59,35.21,59.8131370328426,0.7042,0.0117733333333333
154,686,0.06,36.6,35.96,36.88,35.96,58.9508196721312,2.1576,0.0366
154,689,0.05,40.11,39.17,40.38,39.17,58.5938668661182,1.9585,0.033425
154,690,0.02,38.12,37.53,38.39,37.53,59.0713536201469,0.7506,0.0127066666666667
154,691,0.03,41.52,42.28,41.52,42.28,61.0982658959538,1.2684,0.02076
154,692,0.01,50.31,45.85,50.59,45.85,54.6809779367919,0.4585,0.008385
154,693,0.01,46.23,46,46.23,46,59.7014925373134,0.46,0.007705
154,697,0.01,49.27,51.93,49.27,51.93,63.2392936878425,0.5193,0.00821166666666667
154,699,0.01,39.15,37.45,39.42,37.45,57.3946360153257,0.3745,0.006525
154,703,0.04,41.55,44.49,41.55,44.49,64.2454873646209,1.7796,0.0277
154,704,0.78,41.33,45.14,41.33,45.14,65.5310912170336,35.2092,0.53729
154,705,0.01,43.12,46.43,43.12,46.43,64.6057513914657,0.4643,0.00718666666666667
154,707,0.02,49.46,51.8,49.46,51.8,62.8386575010109,1.036,0.0164866666666667
