"F_TAZ","PM_VEH","CGST_TIME","CGST_DIST","FREE_TIME","FREE_DIST","MPH","PMT","PHT","LENGTH","TRIP_DENSITY","RFP_bound","CNTY_NM","RFP_zone"
286,0.81,683.7,453.07,542.14,445.08,40.3379247015611,8.7856,0.2178,10.8464197530864,0.0921963212529594,0,"NewCa S","NCC (Outside Study Area)"
285,3.7,3992.32,2811.67,3247.94,2775.15,42.1212156560413,66.2003,1.57166166666667,17.891972972973,0.0558909853882837,0,"NewCa S","NCC (Outside Study Area)"
187,5.35,4531.28,3052.86,3583.82,2989.76,37.6247520155333,89.1368,2.3691,16.6610841121495,0.0600201039301388,0,"NewCa E","NCC (Outside Study Area)"
295,5.71,3257.89,2223.82,2579.23,2226.89,39.7587081230249,69.8039,1.75568833333333,12.2248511383538,0.0818005870732151,0,"NewCa S","NCC (Outside Study Area)"
287,6,5026.48,3611.38,4191.84,3566.73,42.7964126765698,114.6543,2.67906333333333,19.10905,0.0523312252571426,0,"NewCa S","NCC (Outside Study Area)"
299,16.9,9573.64,6576.11,7839.3,6477.56,37.9203131692215,322.8629,8.51424666666667,19.1043136094675,0.0523441993490116,0,"NewCa S","NCC (Outside Study Area)"
91,17.68,4220.76,2184.54,2951.81,2161.38,30.4713640618689,145.9912,4.791095,8.25742081447964,0.121103189781302,0,"NewCa E","NCC (Outside Study Area)"
343,17.9,11299.52,6658.88,8050.66,6515.26,30.0229577989519,285.677,9.515285,15.9596089385475,0.0626581768920844,0,"NewCa W","NCC (Outside Study Area)"
268,18.99,8328.76,5613.58,6788.22,5567.85,37.8244902057857,467.0737,12.3484466666667,24.5957714586625,0.0406573951819595,0,"NewCa S","NCC (Outside Study Area)"
294,23.2,9021.16,6260.95,7464.94,6240.8,37.0446199124803,355.9152,9.60774333333333,15.3411724137931,0.0651840663169204,0,"NewCa S","NCC (Outside Study Area)"
306,25.74,14015.39,10054.79,11719.46,10014.03,39.4807826012697,626.4348,15.8668283333333,24.3370163170163,0.0410896712634739,0,"NewCa S","NCC (Outside Study Area)"
